id,date,tests,confirmed,recovered,deaths,hosp,vent,icu,population,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,stringency_index,iso_alpha_3,iso_alpha_2,iso_numeric,currency,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,key,key_apple_mobility,key_google_mobility
USA,1/13/20,0,0,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,0,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/14/20,0,0,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,0,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/15/20,0,0,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,0,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/16/20,0,0,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,0,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/17/20,0,0,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,0,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/18/20,0,0,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,0,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/19/20,0,0,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,0,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/20/20,0,0,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,0,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/21/20,0,0,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,0,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/22/20,0,1,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,1,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/23/20,0,1,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,1,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/24/20,0,2,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,1,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/25/20,0,2,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,1,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/26/20,0,5,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,1,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/27/20,0,5,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,1,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/28/20,0,5,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,1,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/29/20,0,6,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,1,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/30/20,0,6,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,1,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,1/31/20,0,8,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,1,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/1/20,0,8,0,0,0,0,0,326687501,0,0,0,0,0,0,0,0,0,0,1,0,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/2/20,0,8,0,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/3/20,0,11,0,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/4/20,0,11,0,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/5/20,0,11,0,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/6/20,0,12,0,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/7/20,0,12,0,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/8/20,0,12,0,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/9/20,0,12,3,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/10/20,0,12,3,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/11/20,0,13,3,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/12/20,0,13,3,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/13/20,0,14,3,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/14/20,0,14,3,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/15/20,0,14,3,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/16/20,0,14,3,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/17/20,0,14,3,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/18/20,0,14,3,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/19/20,0,14,3,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/20/20,0,14,3,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/21/20,0,16,5,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/22/20,0,16,5,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/23/20,0,16,5,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/24/20,0,16,5,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/25/20,0,16,6,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/26/20,0,16,6,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/27/20,0,17,6,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,0,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/28/20,0,17,7,0,0,0,0,326687501,0,0,0,0,0,0,0,2,0,1,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,2/29/20,0,25,7,1,0,0,0,326687501,0,0,0,0,0,0,0,2,0,1,1,5.56,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/1/20,183,32,7,1,0,0,0,326687501,0,0,1,0,0,0,0,2,0,1,1,8.33,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/2/20,638,55,7,6,0,0,0,326687501,0,0,1,0,0,0,0,3,0,1,1,11.11,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/3/20,1443,74,7,7,0,0,0,326687501,0,0,1,0,0,0,0,3,0,1,1,11.11,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/4/20,2343,107,7,11,0,0,0,326687501,0,0,1,0,0,0,0,3,0,2,1,11.11,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/5/20,3493,184,7,12,0,0,0,326687501,3,0,1,0,0,0,0,3,0,2,1,20.37,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/6/20,5004,237,7,14,0,0,0,326687501,3,0,1,0,0,0,0,3,0,2,1,20.37,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/7/20,6800,403,7,17,0,0,0,326687501,3,0,1,0,0,0,0,3,0,2,1,20.37,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/8/20,8379,519,7,21,0,0,0,326687501,3,0,1,0,0,0,0,3,0,2,1,20.37,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/9/20,10574,594,7,22,0,0,0,326687501,3,0,1,0,0,0,0,3,0,2,1,20.37,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/10/20,13728,782,8,28,0,0,0,326687501,3,0,1,0,0,0,0,3,0,2,1,20.37,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/11/20,18200,1147,8,33,0,0,0,326687501,3,0,1,1,0,0,0,3,0,2,1,21.76,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/12/20,26684,1586,12,43,0,0,0,326687501,3,0,2,2,0,0,0,3,0,2,1,30.09,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/13/20,37802,2219,12,51,0,0,0,326687501,3,0,2,2,0,0,0,3,0,2,1,30.09,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/14/20,50296,2978,12,58,0,0,0,326687501,3,0,2,2,0,0,1,3,0,3,1,35.65,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/15/20,63856,3212,12,70,0,0,0,326687501,3,0,2,2,0,2,1,3,0,3,1,41.2,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/16/20,89317,4679,17,97,0,0,0,326687501,3,0,2,2,0,2,1,3,2,3,1,52.31,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/17/20,127884,6512,17,132,0,0,0,326687501,3,0,2,2,1,2,1,3,2,3,1,55.09,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/18/20,177840,9169,105,191,0,0,0,326687501,3,0,2,2,1,2,1,3,2,3,1,55.09,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/19/20,238079,13663,121,264,0,0,0,326687501,3,3,2,2,1,2,2,3,2,3,1,67.13,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/20/20,312737,20030,147,365,0,0,0,326687501,3,3,2,2,1,2,2,3,2,3,1,67.13,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/21/20,387454,26025,176,464,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/22/20,459609,34855,178,574,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/23/20,537042,46080,178,762,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/24/20,639432,56685,348,1003,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/25/20,750749,68754,361,1329,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/26/20,876354,86613,681,1741,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/27/20,1008689,105293,869,2259,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/28/20,1129499,124900,1072,2891,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/29/20,1238936,143779,2665,3484,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/30/20,1358516,165835,5644,4180,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,3/31/20,1497446,192177,7024,5272,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/1/20,1647722,218035,8474,6452,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/2/20,1806086,248447,9001,7954,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/3/20,1972145,280417,9707,9348,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/4/20,2119494,313417,14652,10892,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/5/20,2258181,341629,17448,12458,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/6/20,2398138,371802,19581,14234,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/7/20,2575108,403212,21763,16798,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/8/20,2739584,435375,23559,18953,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/9/20,2910450,469989,25410,21184,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/10/20,3086093,503439,28790,23395,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/11/20,3298957,532761,31270,25530,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/12/20,3411087,559695,32988,27335,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/13/20,3524221,585518,43482,29281,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/14/20,3683476,614061,47763,31726,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/15/20,3852952,644213,52096,34335,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/16/20,4034371,675624,54703,36506,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/17/20,4229661,708296,58545,38597,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/18/20,4394400,736237,64840,40567,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
USA,4/19/20,4530860,761932,70337,42499,0,0,0,326687501,3,3,2,4,1,2,2,3,2,3,1,72.69,USA,US,840,USN,1,United States,,,38,-97,,United States,US
